Name,Gender,SSN,Member Date,Phone,State,Zip,Email,Credit Card,Credit Card_Number,Credit Card Exp,Gender,Favorite Radio Station,Purchases Past 30 Days,Spent Past 30 Days,Purchases Past 6 Months,Spent Past 6 Months,Purchases Past 12 Months,Spent Past 12 Months
Mrs. Nancy Chambers,female,316-68-7898,Fri Jul 18 2014 04:20:59 GMT-0400 (Eastern Daylight Time),(673) 930-4278,Kansas,19474,n.chambershambers@kuahho.de,Mastercard,5159xxxxxxxx0935,08/23,female,KPFT,2,$1427,3,$3638,9,$7502.8099999999995
Mister Joel Swanson,male,720-11-3497,Sat Dec 04 2010 21:16:07 GMT-0500 (Eastern Standard Time),(676) 941-4711,N.M.,15004,j.Swanson@el.ca,Diners Club United States & Canada,5487xxxxxxxx0718,12/24,male,KLDD,1,$312.97,3,$2058.33,5,$4342.84
Ada Brown,female,803-56-3024,Sat Apr 22 2006 20:25:31 GMT-0400 (Eastern Daylight Time),(689) 268-2123,West Virginia,41383,a.brownrown@fu.com,Discover Card,6011xxxxxxxx5837,12/21,female,WCGM,0,$0,1,$421.57,8,$3334.6900000000005
Doctor Ray Haynes,male,373-34-6993,17/4/2013,(423) 326-6632,HI,39171,r.haynesaynes@akaver.org,Discover Card,6011xxxxxxxx8276,12/17,male,KPAI,4,$2198.09,9,$7372.94,13,$13442.97
Mister Gordon Byrd,male,614-59-1893,1/11/2015,(627) 881-7829,PA,09896-6252,g.byrdyrd@tu.ca,Visa,4374xxxxxxxx6830,06/17,male,WMDD,0,$0,4,$1969.58,6,$4149.34
James Houston,male,558-55-1106,Thu May 24 2012 15:38:11 GMT-0400 (Eastern Daylight Time),(955) 392-6334,North Dakota,30232-3220,j.houstonouston@sul.gov,Diners Club United States & Canada,5478xxxxxxxx2120,11/24,male,KWDN,1,$826.81,2,$1768.9699999999998,12,$7477.39
Gertrude Alvarado,female,748-85-9200,12/10/2014,(747) 690-9653,NH,18196-4469,g.alvaradolvarado@cam.edu,Diners Club United States & Canada,5415xxxxxxxx2452,08/26,female,WVFK,4,$1284.88,5,$3965.890000000001,15,$11076.630000000001
Ethan Glover,male,244-22-0375,Mon Mar 22 2010 21:46:23 GMT-0400 (Eastern Daylight Time),4518069328,GA,72798-7483,e.gloverlover@fu.com,American Express,3401xxxxxxx7445,12/21,male,WKKC,3,$762.81,7,$3623.13,8,$7013.6
Mister Bryan Willis,male,136-40-7608,18/8/2009,(634) 926-4431,ME,04949-0630,b.willisillis@nu.info,Mastercard,5166xxxxxxxx1854,04/21,male,WXIW,2,$1440.4,6,$3054.2,14,$9622.52
Philip Horton,male,712-78-0799,Thu Mar 06 2008 14:26:18 GMT-0500 (Eastern Standard Time),(834) 743-8492,CT,28137,p.Horton@tusaba.net,Discover Card,6011xxxxxxxx9834,02/27,male,WRJR,5,$3066.7799999999997,9,$8994.1,10,$15827.619999999999
Mister Donald Garcia,male,793-26-1373,Mon Aug 21 2017 12:20:47 GMT-0400 (Eastern Daylight Time),(705) 452-8583,Arizona,35354,d.Garcia@abra.edu,Mastercard,5163xxxxxxxx2232,10/22,male,KARH,5,$1906.52,9,$6076.470000000001,18,$14770.720000000001
Michael Harris,male,341-48-5505,8/5/2008,(437) 756-6092,Oregon,48581-9969,m.harrisarris@hucra.nz,Discover Card,6011xxxxxxxx2520,07/22,male,KNQD,5,$938.91,8,$4603.28,9,$8921.959999999997
Mister Victor Roberts,male,631-43-0481,Fri Jun 23 2006 14:29:29 GMT-0400 (Eastern Daylight Time),8656327818,M.E.,20784,v.robertsoberts@jev.nz,American Express,3412xxxxxxx1024,08/20,male,WVJV,1,$59.07,2,$445.04,5,$3912.33
Dr. Fred Gregory,male,157-63-8315,7/22/2014,(388) 399-4506,OK,16263,f.Gregory@ma.nz,Diners Club United States & Canada,5474xxxxxxxx6768,11/19,male,KDJW,4,$2111.78,5,$3193.59,11,$9919.380000000001
Mr. Julian Stevens,male,475-61-3203,9/21/2004,(734) 887-2878,Kentucky,24100-5305,j.stevenstevens@badhembuh.de,American Express,3476xxxxxxx1524,05/26,male,WTDY,4,$2233.59,8,$5431.909999999999,11,$9899.509999999998
Joe Hansen,male,474-26-1768,Thu Jul 11 2013 18:06:16 GMT-0400 (Eastern Daylight Time),(242) 896-7259,Iowa,02571,j.hansenansen@eviwunag.edu,Diners Club United States & Canada,5485xxxxxxxx2851,07/21,male,KEQL,0,$0,5,$2391.78,13,$7486.860000000001
Nettie Haynes,female,208-10-2701,28/6/2009,(558) 494-8644,K.Y.,29801,n.haynesaynes@div.co,Discover Card,6011xxxxxxxx8558,06/20,female,WXDU,4,$2390.7799999999997,8,$6729.61,9,$12230.489999999998
Virginia Peterson,female,694-05-6016,1/9/2016,(643) 762-8423,Indiana,60994,v.petersoneterson@mehipzak.gov,American Express,3453xxxxxxx3823,07/21,female,WZTK,3,$1820.9299999999998,6,$4793.12,7,$7915.26
Todd Bowers,male,885-10-8265,3/26/2012,7434516724,NE,56694-7751,t.Bowers@alijetusu.gov,American Express,3493xxxxxxx1522,11/22,male,KWSN,5,$3767.3199999999997,6,$6155.070000000001,7,$7961.340000000001
Miss Isabelle Maldonado,female,606-23-1388,26/12/2008,6333548556,Kentucky,50222,i.Maldonado@lerud.com,Discover Card,6011xxxxxxxx3882,04/18,female,WROC,4,$2329.45,5,$4920.31,9,$9593.019999999999
Verna Chandler,female,924-22-3090,Mon Jun 30 2008 05:15:32 GMT-0400 (Eastern Daylight Time),6153545824,N.M.,56148-3404,v.Chandler@ankul.info,Diners Club United States & Canada,5470xxxxxxxx3269,06/22,female,KDJX,1,$325.78,6,$3599.2600000000007,16,$11135.659999999998
Mr. Chris Boyd,male,727-38-9627,Fri Jul 17 2009 23:11:29 GMT-0400 (Eastern Daylight Time),7546076710,I.N.,17667,c.Boyd@leaznif.net,American Express,3493xxxxxxx6036,07/23,male,WTJS,4,$2404.5,6,$5674.330000000001,15,$11709.960000000001
Mr. Marc Holmes,male,243-67-8986,11/24/2016,(487) 219-9946,NY,79490,m.holmesolmes@juejousi.de,American Express,3424xxxxxxx1573,05/23,male,WGBE,1,$777.65,6,$3625.8700000000003,14,$10285.279999999999
Loretta Fowler,female,537-47-3196,1/5/2012,7806652822,Maryland,24588-5553,l.fowlerowler@jummifufi.edu,Diners Club United States & Canada,5438xxxxxxxx1305,09/24,female,WWCR,0,$0,3,$1880.3899999999999,6,$5115.24
Harriet Freeman,female,939-08-3385,27/9/2011,(289) 739-8255,Pennsylvania,81058,h.freemanreeman@fatfar.info,Diners Club United States & Canada,5409xxxxxxxx3476,10/20,female,WCQS,2,$855.47,5,$4221.8099999999995,8,$8608.56
Mathilda Yates,female,452-19-7517,1/5/2008,6079217986,O.K.,57160-2050,m.yatesates@guitju.de,Visa,4969xxxxxxxx8394,08/20,female,KTBU,4,$1726.6800000000003,8,$7402.329999999999,13,$14014.59
Doctor Lottie Chapman,female,420-63-9062,22/12/2012,(510) 286-9003,N.Y.,67903,l.Chapman@notese.nz,Discover Card,6011xxxxxxxx4082,12/20,female,WXWE,0,$0,5,$2225.38,14,$8402.699999999999
Mr. Samuel Ramirez,male,978-12-2977,Mon Nov 01 2010 07:59:44 GMT-0400 (Eastern Daylight Time),4249366751,Pennsylvania,79381-2858,s.Ramirez@dosatoh.com,Discover Card,6011xxxxxxxx3397,01/26,male,WBMD,1,$737.51,4,$2134.6699999999996,10,$7797.65
Lucinda Simmons,female,882-76-1207,12/2/2014,6353683876,M.S.,13097,l.Simmons@mi.info,Mastercard,5137xxxxxxxx0283,06/25,female,WNTI,2,$598.4,4,$2810.79,6,$6099.879999999999
Doctor Daniel Graham,male,128-83-0437,Wed Oct 03 2012 14:30:48 GMT-0400 (Eastern Daylight Time),2808204764,NV,55822,d.grahamraham@ti.org,Visa,4546xxxxxxxx5078,06/19,male,KDNG,1,$403.92,4,$2598.57,11,$8489.84
Misses Johanna Hudson,female,381-45-4403,Wed Jan 29 2014 05:28:16 GMT-0500 (Eastern Standard Time),7329811636,NJ,06903,j.hudsonudson@jaib.com,Diners Club United States & Canada,5476xxxxxxxx6973,01/24,female,WLOO,0,$0,5,$1836.4,7,$4002.36
Miss Francis Rivera,female,456-46-3155,Mon Oct 15 2007 15:55:14 GMT-0400 (Eastern Daylight Time),8236339309,W.Y.,70238,f.riveraivera@kok.ca,American Express,3484xxxxxxx2899,12/20,female,KRCB,5,$2762.83,9,$6253.969999999999,18,$13185.930000000002
Miss Maud Hunt,female,448-58-6619,4/22/2014,2373319200,T.X.,89227,m.huntunt@fij.info,Discover Card,6011xxxxxxxx7385,04/17,female,KAAP,3,$2153.11,8,$6437.700000000001,17,$12905.19
Nora French,female,192-09-0546,Mon Jan 09 2017 09:44:06 GMT-0500 (Eastern Standard Time),8823216465,Nevada,18361,n.frenchrench@dev.org,Diners Club United States & Canada,5406xxxxxxxx2393,04/19,female,KDXH,4,$2179.86,8,$5697.889999999999,9,$9605.849999999999
Kyle Baker,male,348-17-2667,21/9/2004,(708) 336-2277,C.T.,20876-0968,k.bakeraker@lu.au,Mastercard,5192xxxxxxxx5207,08/17,male,WJZY,4,$2229.83,6,$4319.139999999999,10,$9783.03
Betty Ross,female,420-59-0380,Thu Apr 05 2007 12:40:39 GMT-0400 (Eastern Daylight Time),(209) 349-5637,Louisiana,54650,b.Ross@vigeh.gov,Mastercard,5195xxxxxxxx0435,10/17,female,WOSD,1,$750.94,2,$1804.48,11,$7438.289999999999
Doctor Charlie Bryant,male,435-75-8240,27/2/2012,8373832412,Kansas,55773-9313,c.bryantryant@wuisa.edu,Diners Club United States & Canada,5475xxxxxxxx2542,12/19,male,KOFO,1,$719.02,6,$4298.44,11,$10968.2
Brent Frazier,male,545-33-5056,Sun Mar 10 2013 21:45:23 GMT-0400 (Eastern Daylight Time),9363682252,Tennessee,23102,b.frazierrazier@tehbe.org,Discover Card,6011xxxxxxxx1363,04/26,male,WIUG,3,$1718.56,6,$4757.709999999999,8,$8782.18
Mister Fred Perez,male,650-59-0256,Sat Aug 20 2011 20:22:17 GMT-0400 (Eastern Daylight Time),(647) 734-1638,M.N.,32102-2115,f.perezerez@iluehar.nz,Mastercard,5143xxxxxxxx4135,02/21,male,KEQU,1,$873.8,3,$1890.1999999999998,4,$4483.2
Ina Holloway,female,563-67-4656,12/10/2004,(445) 717-2865,Maryland,88837-5198,i.Holloway@jer.com,Visa,4347xxxxxxxx4824,11/20,female,WJYC,3,$1155.7,8,$4691.26,9,$9513.38
Dr. Lola Swanson,female,318-04-9485,8/19/2005,5515678668,California,16308-7635,l.Swanson@ojehur.gov,Mastercard,5125xxxxxxxx3899,12/23,female,KAOB,3,$1434.47,4,$3332.71,11,$6610.4800000000005
Dr. Clarence Tucker,male,659-77-5369,Fri Oct 14 2011 18:08:44 GMT-0400 (Eastern Daylight Time),(773) 718-9779,Nebraska,76933-9139,c.tuckerucker@zetwerigi.ca,Diners Club United States & Canada,5499xxxxxxxx9697,11/21,male,KKNT,0,$0,2,$1490.6599999999999,4,$2924.5699999999997
Mr. Roy Poole,male,126-45-2384,Sun Apr 15 2007 21:00:40 GMT-0400 (Eastern Daylight Time),9546489201,Maryland,04574,r.pooleoole@dadurzo.edu,American Express,3422xxxxxxx8446,02/24,male,WWCQ,1,$758.06,4,$2177.6899999999996,11,$9297.31
Dora Evans,female,949-18-0272,Wed Jun 01 2011 01:50:03 GMT-0400 (Eastern Daylight Time),3856889789,Arizona,01453,d.evansvans@sapi.edu,Diners Club United States & Canada,5461xxxxxxxx7760,06/19,female,KFHW,0,$0,3,$1767.61,6,$3726.2999999999997
Richard Watkins,male,755-58-4160,9/21/2007,4819563813,Delaware,49747,r.watkinsatkins@zagiki.gov,Mastercard,5169xxxxxxxx6522,03/22,male,WKVR,0,$0,1,$186.78,11,$5529.77
Albert Santos,male,240-36-1028,Mon Feb 10 2014 21:51:55 GMT-0500 (Eastern Standard Time),3046648568,NM,43982-5647,a.santosantos@mafim.org,Discover Card,6011xxxxxxxx0929,09/19,male,KIWR,3,$1488.96,6,$4290.36,9,$8670.31
Melvin Pratt,male,113-36-3214,Tue Apr 22 2008 09:28:06 GMT-0400 (Eastern Daylight Time),(275) 438-5311,Alabama,75414-9372,m.Pratt@simbemhu.org,Mastercard,5182xxxxxxxx3250,01/20,male,WFPU,0,$0,1,$713.14,2,$1187.81
Miss Lucile Mason,female,118-39-7463,Tue Oct 23 2012 11:04:32 GMT-0400 (Eastern Daylight Time),(578) 251-4156,O.R.,74372-4674,l.masonason@wuca.edu,Mastercard,5121xxxxxxxx6620,12/27,female,KCBC,4,$1731.83,5,$3834.439999999999,7,$7163.289999999999
Rosa Frazier,female,911-08-6475,Fri Mar 28 2008 19:05:21 GMT-0400 (Eastern Daylight Time),5895162654,Missouri,12384,r.frazierrazier@kig.au,American Express,3490xxxxxxx8279,11/20,female,KZLW,5,$2958.62,10,$7897.5700000000015,19,$18394.079999999998
Dr. Eula Quinn,female,879-07-8458,Sat Nov 10 2007 20:14:19 GMT-0500 (Eastern Standard Time),5846902094,Maine,97556,e.quinnuinn@ilo.com,Diners Club United States & Canada,5433xxxxxxxx2954,12/18,female,WQOP,3,$1946.29,8,$5516.71,12,$11237.66
Dale Thomas,male,207-05-1317,Mon Mar 12 2007 03:31:23 GMT-0400 (Eastern Daylight Time),4814406537,PA,33968-2150,d.thomashomas@nevfizgar.edu,Visa,4518xxxxxxxx7839,01/23,male,WMLP,0,$0,2,$1330.0700000000002,3,$2401.09
Martha Hughes,female,357-00-2984,Wed Oct 03 2007 17:50:27 GMT-0400 (Eastern Daylight Time),8627411937,W.A.,51277-4502,m.hughesughes@ligzifcen.ca,American Express,3400xxxxxxx4462,08/25,female,KZPE,3,$1861.0400000000002,8,$5665.9800000000005,17,$14328.690000000006
Danny McKenzie,male,405-24-9097,Sun Sep 12 2004 16:34:47 GMT-0400 (Eastern Daylight Time),(845) 246-3861,W.V.,56435,d.mckenziecKenzie@awle.gov,Mastercard,5153xxxxxxxx5206,03/25,male,WEFE,2,$860.4000000000001,3,$2138.4900000000002,11,$8867.080000000002
Doctor Louisa Larson,female,750-09-6739,7/13/2008,(755) 362-3062,Delaware,71824,l.larsonarson@javunir.ca,Visa,4559xxxxxxxx7391,08/19,female,WUAM,5,$1689.65,8,$5968.78,18,$17378.789999999997
Jose Armstrong,male,338-80-2281,Tue Jan 05 2016 10:06:48 GMT-0500 (Eastern Standard Time),6848462727,A.Z.,01712,j.armstrongrmstrong@mupwib.info,Diners Club United States & Canada,5491xxxxxxxx8405,07/17,male,KIXK,4,$3326.82,5,$6448.92,7,$10919.210000000001
Dr. Adam Murray,male,204-15-3125,Mon Aug 19 2013 04:22:13 GMT-0400 (Eastern Daylight Time),4288465374,N.E.,16464-7146,a.murrayurray@zo.org,Visa,4371xxxxxxxx8365,06/17,male,KPIQ,3,$1272.07,5,$4628.42,11,$11994.819999999996
Dr. Richard Ferguson,male,104-34-6438,Thu Jun 14 2007 21:41:24 GMT-0400 (Eastern Daylight Time),(507) 663-9192,L.A.,65349-4655,r.fergusonerguson@uvles.au,Discover Card,6011xxxxxxxx4610,12/24,male,KMEH,3,$1545.72,5,$3623.9999999999995,9,$8916.78
Miss Frances Greer,female,433-17-4714,Mon Sep 27 2004 14:06:55 GMT-0400 (Eastern Daylight Time),(757) 865-3538,N.Y.,31695-4180,f.greerreer@ce.com,Discover Card,6011xxxxxxxx9393,07/24,female,WLVY,0,$0,4,$2110,8,$6576.65
Dale Santos,male,515-94-4918,Wed May 16 2007 04:56:59 GMT-0400 (Eastern Daylight Time),9103616475,Nebraska,53436,d.Santos@wewola.gov,Discover Card,6011xxxxxxxx5889,04/26,male,KGRG,3,$1131.05,6,$5186.01,15,$13730.510000000002
Mr. Milton Paul,male,015-57-5780,Sun Feb 24 2008 20:21:37 GMT-0500 (Eastern Standard Time),3329864671,Minnesota,52203,m.paulaul@anfed.gov,Diners Club United States & Canada,5402xxxxxxxx0768,07/23,male,WMAV,5,$3527.3599999999997,10,$9410.27,20,$18006.060000000005
Miss Myrtle Carter,female,239-40-4331,20/4/2014,(725) 800-8777,ME,37556-2094,m.carterarter@wudi.de,American Express,3469xxxxxxx8159,08/20,female,WYMR,1,$149.37,5,$3722.8,9,$6932.660000000001
Helena Butler,female,780-01-9517,4/1/2009,8346403132,Iowa,45682-7779,h.butlerutler@taz.gov,Mastercard,5109xxxxxxxx8129,02/19,female,KOJC,0,$0,2,$989.92,6,$4944.67
Katie Nunez,female,069-98-6933,Thu Nov 30 2006 13:46:10 GMT-0500 (Eastern Standard Time),6079423061,Massachusetts,63877-8860,k.nunezunez@fatsocmu.com,Mastercard,5191xxxxxxxx3516,07/25,female,WPGT,4,$2676.6099999999997,5,$6155.86,14,$11929.899999999996
Mina Boyd,female,145-33-5843,Sat Jun 07 2008 23:12:15 GMT-0400 (Eastern Daylight Time),8282022669,ME,43765-6657,m.Boyd@matdi.edu,Discover Card,6011xxxxxxxx9509,03/22,female,WKSL,1,$951.45,2,$2548.3,11,$8638.52
Lois Reyes,female,166-41-5930,Tue Feb 16 2016 21:20:59 GMT-0500 (Eastern Standard Time),(610) 247-5728,F.L.,40212-5523,l.Reyes@ca.edu,Visa,4764xxxxxxxx7582,10/27,female,WKXU,0,$0,1,$686.9,3,$1701.8000000000002
Mrs. Ada Harris,female,836-57-3404,Fri Nov 28 2014 09:29:40 GMT-0500 (Eastern Standard Time),7167603020,N.Y.,04575,a.harrisarris@jihoncar.net,Mastercard,5156xxxxxxxx2329,10/26,female,WBFI,5,$2054.5,7,$5773.12,14,$13660.06
Dorothy Marsh,female,182-69-8212,Mon Feb 19 2007 19:11:28 GMT-0500 (Eastern Standard Time),(745) 497-3791,RI,05128-9628,d.marsharsh@zenuz.au,Discover Card,6011xxxxxxxx6294,12/25,female,WLUZ,1,$288.78,6,$3671.55,8,$7775.41
Jayden Brock,male,125-55-4641,Wed Sep 28 2011 14:37:53 GMT-0400 (Eastern Daylight Time),(831) 396-6866,Arizona,99215-3516,j.brockrock@keti.edu,Mastercard,5174xxxxxxxx7043,04/19,male,KIQZ,3,$2106.13,6,$5460.980000000001,8,$9127.590000000002
Craig Arnold,male,335-96-1595,25/6/2006,6608885005,SC,96454-0500,c.arnoldrnold@gohebmo.nz,Visa,4859xxxxxxxx3393,03/21,male,WZGO,4,$2425.48,9,$5815.410000000001,15,$11329.760000000004
Ryan Davis,male,100-53-8349,Wed Nov 26 2008 09:27:22 GMT-0500 (Eastern Standard Time),8412799799,N.V.,15727,r.davisavis@cokoli.org,Mastercard,5126xxxxxxxx2656,06/27,male,KAHR,3,$2298.38,8,$5041.31,10,$8999.100000000002
Doctor Jeremiah Brown,male,315-35-7828,5/20/2005,6233104186,Connecticut,75393,j.brownrown@oz.gov,American Express,3492xxxxxxx5587,01/17,male,WKZX,5,$2208.35,6,$5324.400000000001,16,$13787.440000000002
Doctor Manuel Palmer,male,264-41-0715,Fri Feb 24 2017 06:36:05 GMT-0500 (Eastern Standard Time),9585313689,Wyoming,80413,m.palmeralmer@resu.org,American Express,3499xxxxxxx0424,12/21,male,KHSW,4,$2423.3,8,$6017.7,11,$12492.240000000003
Dr. Augusta Clarke,female,401-87-4461,10/3/2009,(210) 482-3168,Oklahoma,15967,a.Clarke@tu.net,Discover Card,6011xxxxxxxx4954,10/21,female,KZUR,5,$1442.8299999999997,8,$5367.400000000001,13,$12797.2
Doctor Maud Jordan,female,617-29-2920,3/5/2007,(302) 566-4377,Maine,66010,m.Jordan@damulbop.net,Diners Club United States & Canada,5460xxxxxxxx6923,02/17,female,WJWY,4,$2560.23,8,$7586.149999999999,14,$15578.769999999999
Dr. Amanda Green,female,996-72-4436,8/16/2008,(904) 245-8767,W.V.,19278,a.greenreen@jucon.gov,Diners Club United States & Canada,5452xxxxxxxx7657,05/20,female,WEXR,1,$735.91,6,$4427.7,14,$13885.82
Herman Dean,male,435-85-9825,5/2/2015,(779) 880-5184,Idaho,98546-3691,h.Dean@suetumas.nz,American Express,3421xxxxxxx7686,07/27,male,KDMI,4,$2217.9199999999996,6,$4709.599999999999,14,$13432.81
Glenn Newton,male,381-10-4448,Sat Jul 11 2015 13:30:41 GMT-0400 (Eastern Daylight Time),8674445841,NH,03418,g.newtonewton@sejkig.ca,American Express,3462xxxxxxx7184,02/24,male,WWNM,2,$1018.4200000000001,7,$3987.790000000001,10,$8370.310000000001
David Miles,male,924-48-2999,Sun Jun 25 2017 23:06:04 GMT-0400 (Eastern Daylight Time),9487445022,M.A.,58506,d.milesiles@dug.org,Mastercard,5181xxxxxxxx6742,07/22,male,WUWN,3,$1804.6599999999999,4,$4197.54,9,$8670.95
Shawn Moss,male,071-39-2416,18/6/2005,9517859551,Indiana,56528,s.Moss@tahukegu.org,Mastercard,5152xxxxxxxx3013,12/23,male,WSEB,3,$1779.63,4,$4872.5599999999995,9,$9497.15
Isabella Simpson,female,528-11-5290,Mon May 01 2017 17:15:02 GMT-0400 (Eastern Daylight Time),5492548737,A.R.,78427,i.Simpson@luesza.de,Visa,4535xxxxxxxx7984,01/26,female,KWPX,2,$1463.22,6,$5047.93,15,$10981.840000000002
Glen Bowen,male,869-18-6362,Sun May 22 2005 07:20:25 GMT-0400 (Eastern Daylight Time),4295269122,Connecticut,55979,g.bowenowen@iwifo.nz,Discover Card,6011xxxxxxxx9108,11/24,male,WPNE,1,$661.6,6,$3076.46,9,$9563.8
Dr. Ida Carr,female,785-10-9091,21/12/2010,2548647908,Wisconsin,22909-8616,i.carrarr@ni.gov,Discover Card,6011xxxxxxxx4591,11/22,female,WODT,0,$0,3,$2367.71,13,$8520.36
Ida Vega,female,435-07-7868,Sat Dec 22 2012 14:59:54 GMT-0500 (Eastern Standard Time),(242) 313-4207,Illinois,19516-9306,i.vegaega@vowaz.org,Mastercard,5176xxxxxxxx4391,09/18,female,WQYK,0,$0,4,$1522.4299999999998,12,$9329.23
Lucinda Hogan,female,059-59-1688,Thu Sep 03 2015 11:05:18 GMT-0400 (Eastern Daylight Time),(478) 300-9851,O.H.,76190,l.Hogan@faw.edu,Diners Club United States & Canada,5482xxxxxxxx4795,10/24,female,WKPS,3,$1286.63,4,$3796.98,5,$6427.630000000001
Herman Gonzalez,male,351-50-6523,21/9/2009,(984) 344-7905,Michigan,62809,h.gonzalezonzalez@tolojhu.org,Mastercard,5180xxxxxxxx7966,05/25,male,WHOU,1,$20.55,3,$1091.49,10,$4953.12
Theresa Nichols,female,696-89-5713,Sat Aug 22 2009 08:40:57 GMT-0400 (Eastern Daylight Time),5499429728,Rhode Island,27968-7424,t.nicholsichols@vahcubo.gov,Discover Card,6011xxxxxxxx7005,09/25,female,WXTQ,5,$2749.17,9,$8377.560000000001,15,$16962.510000000002
Miss May Johnston,female,682-25-3902,24/3/2005,3064734852,Florida,75552,m.johnstonohnston@dajili.gov,Discover Card,6011xxxxxxxx9818,01/19,female,WNSV,1,$499.35,4,$2718.86,9,$7547.1900000000005
Miguel Evans,male,446-99-6257,17/4/2017,2363132737,Montana,84102-1911,m.evansvans@fejsof.gov,Visa,4632xxxxxxxx5705,08/17,male,KROA,3,$1117.72,4,$3108.14,12,$10313.15
Miss Polly Boone,female,808-44-5148,Sun Sep 24 2006 12:31:47 GMT-0400 (Eastern Daylight Time),2174347693,FL,89844-1006,p.booneoone@ifufeh.org,Visa,4091xxxxxxxx1684,06/20,female,WTZV,2,$1101.17,6,$4532.17,14,$9869.850000000002
Cornelia Reid,female,785-76-9074,12/16/2013,(218) 537-7229,Delaware,61535-7804,c.reideid@rove.info,Visa,4321xxxxxxxx6726,09/24,female,WJAS,5,$2778.19,9,$6775.62,19,$15616.029999999999
Miss Isabelle Castro,female,478-93-3819,27/2/2013,4325431011,ME,73723,i.castroastro@pipomeme.net,Mastercard,5116xxxxxxxx6063,07/24,female,WJLZ,0,$0,4,$979.46,5,$3046.2299999999996
Joshua Parker,male,085-75-9253,Sun Jan 02 2011 13:14:30 GMT-0500 (Eastern Standard Time),(941) 911-6314,D.C.,84207-5215,j.Parker@bibgewop.gov,Discover Card,6011xxxxxxxx8691,05/19,male,WFQT,3,$1844.22,4,$4410.77,10,$10014.83
Miss Katharine Pearson,female,912-75-6683,Tue Aug 15 2017 00:12:35 GMT-0400 (Eastern Daylight Time),8158219578,D.E.,65583-9650,k.pearsonearson@iknorwip.org,Discover Card,6011xxxxxxxx3705,05/23,female,WVDL,1,$492.87,6,$2684.5700000000006,12,$8932.340000000002
Dr. Roxie Barton,female,948-49-7734,Fri Jun 05 2015 13:44:08 GMT-0400 (Eastern Daylight Time),4426147908,Montana,42538-9286,r.bartonarton@nabboip.com,Diners Club United States & Canada,5437xxxxxxxx7168,04/25,female,KUQS,5,$2145.21,10,$6517.92,11,$13082.16
Miss Lily Barrett,female,820-16-6728,Thu Apr 28 2005 22:24:08 GMT-0400 (Eastern Daylight Time),2167843703,OK,26388,l.barrettarrett@cisupsu.org,Diners Club United States & Canada,5490xxxxxxxx0590,06/20,female,KQVB,1,$639.26,6,$4605.450000000001,11,$9527.679999999998
Fannie Lynch,female,237-68-1553,Mon May 17 2010 18:16:13 GMT-0400 (Eastern Daylight Time),6748413072,Vermont,54774,f.lynchynch@liafo.co,American Express,3479xxxxxxx8492,01/18,female,WWYP,0,$0,4,$1615.1899999999998,8,$5359.94
Louise Reid,female,715-38-0237,8/19/2017,5799513405,OR,50777,l.reideid@zar.edu,Visa,4710xxxxxxxx7864,01/22,female,KECX,1,$668.77,6,$3984.6899999999996,13,$11221.76
Doctor Gene Bishop,male,035-60-4283,Fri Apr 06 2007 08:36:26 GMT-0400 (Eastern Daylight Time),(247) 515-6379,F.L.,20355,g.bishopishop@pifote.de,Discover Card,6011xxxxxxxx5960,06/22,male,WTRA,3,$1960.87,8,$4132.5599999999995,10,$11109.390000000003
Miss Lulu Gregory,female,325-85-8609,Sun Jul 29 2007 11:52:44 GMT-0400 (Eastern Daylight Time),(658) 970-8508,South Carolina,25960,l.gregoryregory@osci.com,Mastercard,5160xxxxxxxx1246,08/20,female,WYKD,2,$810.25,4,$4058.94,6,$6459.620000000001
Eula Ross,female,986-08-8025,13/12/2007,4763796014,Nevada,10391-2209,e.rossoss@apela.com,Discover Card,6011xxxxxxxx3385,11/17,female,KTJC,4,$1321.76,8,$6121.21,12,$11898.84
Mister Patrick Hale,male,402-47-3765,Tue Sep 26 2006 12:33:26 GMT-0400 (Eastern Daylight Time),(563) 704-7530,I.A.,12882,p.haleale@jem.com,American Express,3440xxxxxxx1190,09/23,male,KNFR,3,$484.5,6,$3366.29,11,$8399.59
Cornelia Blake,female,030-39-2641,Sat Jul 13 2013 10:06:53 GMT-0400 (Eastern Daylight Time),(289) 324-9621,Oklahoma,55504,c.blakelake@pivi.org,Mastercard,5112xxxxxxxx4599,04/27,female,KSAD,4,$2443.9399999999996,9,$7482.91,11,$14103.260000000002
